dist_code,year,state_code,state_name,dist_name,area,production,yield_kg_ha,yield_lag1,yield_lag2,yield_lag3,yield_rolling3,yield_yoy_change,area_lag1,state_avg_yield,rainfall_jun,rainfall_jul,rainfall_aug,rainfall_sep,rainfall_kharif,rainfall_annual
132,1999,3,Gujarat,Kutch,67.7,27.8,411.0,667.0,1189.0,407.0,754.3333333333334,-0.38380809595202403,103.8,914.5294117647059,0.5,0.25,0.1,0.57,1.42,7.33
132,2000,3,Gujarat,Kutch,99.6,48.7,489.0,411.0,667.0,1189.0,755.6666666666666,0.1897810218978102,67.7,935.5909090909091,0.06,4.94,0.48,0.13,5.61,5.69
132,2001,3,Gujarat,Kutch,99.8,83.6,838.0,489.0,411.0,667.0,522.3333333333334,0.7137014314928425,99.6,1448.6666666666667,1.9,3.24,1.47,0.16,6.7700000000000005,7.0
132,2002,3,Gujarat,Kutch,58.1,26.9,463.0,838.0,489.0,411.0,579.3333333333334,-0.44749403341288785,99.8,1155.590909090909,1.85,0.06,0.92,0.36,3.19,3.3000000000000003
132,2003,3,Gujarat,Kutch,91.0,119.6,1314.0,463.0,838.0,489.0,596.6666666666666,1.838012958963283,58.1,1547.4545454545455,1.03,13.84,3.45,0.09,18.41,18.96
132,2004,3,Gujarat,Kutch,94.4,77.7,823.0,1314.0,463.0,838.0,871.6666666666666,-0.37366818873668184,91.0,1259.3181818181818,1.53,0.91,3.32,1.06,6.82,8.43
132,2005,3,Gujarat,Kutch,53.4,57.2,1071.0,823.0,1314.0,463.0,866.6666666666666,0.3013365735115432,94.4,1396.1363636363637,2.03,1.1,1.19,3.26,7.58,7.81
132,2006,3,Gujarat,Kutch,82.3,86.4,1050.0,1071.0,823.0,1314.0,1069.3333333333333,-0.019607843137254943,53.4,1213.952380952381,1.85,7.26,9.75,1.76,20.62,20.92
132,2007,3,Gujarat,Kutch,97.0,123.2,1270.0,1050.0,1071.0,823.0,981.3333333333334,0.20952380952380945,82.3,1595.952380952381,3.99,4.82,9.99,1.8,20.6,21.38
132,2008,3,Gujarat,Kutch,46.1,41.5,900.0,1270.0,1050.0,1071.0,1130.3333333333333,-0.2913385826771654,97.0,1624.4761904761904,0.88,2.15,3.15,3.18,9.36,9.97
132,2009,3,Gujarat,Kutch,58.1,54.5,938.0,900.0,1270.0,1050.0,1073.3333333333333,0.04222222222222216,46.1,1447.090909090909,1.16,7.55,5.24,0.02,13.97,14.2
132,2010,3,Gujarat,Kutch,63.8,70.0,1097.0,938.0,900.0,1270.0,1036.0,0.1695095948827292,58.1,1734.9545454545455,1.94,8.8,11.33,3.89,25.96,29.76
132,2011,3,Gujarat,Kutch,50.8,53.5,1053.0,1097.0,938.0,900.0,978.3333333333334,-0.040109389243391025,63.8,1943.95,0.04,2.76,10.23,9.53,22.56,22.62
132,2012,3,Gujarat,Kutch,10.8,10.3,954.0,1053.0,1097.0,938.0,1029.3333333333333,-0.09401709401709402,50.8,1657.095238095238,0.13,0.38,0.54,6.5,7.55,7.65
132,2013,3,Gujarat,Kutch,26.0,43.63,1678.0,954.0,1053.0,1097.0,1034.6666666666667,0.7589098532494758,10.8,2143.2727272727275,1.64,2.22,1.74,10.8,16.400000000000002,18.29
132,2014,3,Gujarat,Kutch,9.53,11.12,1167.0,1678.0,954.0,1053.0,1228.3333333333333,-0.3045292014302742,26.0,2152.9666666666667,0.31,5.59,2.66,1.52,10.079999999999998,10.39
132,2015,3,Gujarat,Kutch,19.95,24.7,1238.0,1167.0,1678.0,954.0,1266.3333333333333,0.06083976006855174,9.53,2088.689655172414,2.33,12.46,0.07,1.3,16.16,16.5
132,2016,3,Gujarat,Kutch,20.87,22.69,1088.0,1238.0,1167.0,1678.0,1361.0,-0.1211631663974152,19.95,2088.7586206896553,0.36,1.24,4.19,0.42,6.210000000000001,7.41
132,2017,3,Gujarat,Kutch,27.03,40.38,1494.0,1088.0,1238.0,1167.0,1164.3333333333333,0.37316176470588225,20.87,2351.5172413793102,1.64,10.03,3.7,0.99,16.36,16.419999999999998
132,2018,3,Gujarat,Kutch,5.74,4.74,825.0,1494.0,1088.0,1238.0,1273.3333333333333,-0.44779116465863456,27.03,2204.777777777778,0.44,1.88,2.79,0.28,5.39,5.46
132,2019,3,Gujarat,Kutch,18.97,24.5,1292.0,825.0,1494.0,1088.0,1135.6666666666667,0.5660606060606062,5.74,2517.0666666666666,0.55,2.66,9.3,6.39,18.9,20.15
133,1993,3,Gujarat,Mehsana,189.1,157.3,832.0,1192.0,756.0,1100.0,1016.0,-0.30201342281879195,182.4,692.0588235294117,0.55,13.01,1.65,2.66,17.87,18.74
133,1994,3,Gujarat,Mehsana,171.0,156.0,912.0,832.0,1192.0,756.0,926.6666666666666,0.09615384615384626,189.1,1062.4705882352941,2.68,11.94,9.34,12.38,36.34,36.59
133,1995,3,Gujarat,Mehsana,170.0,157.6,927.0,912.0,832.0,1192.0,978.6666666666666,0.016447368421052655,171.0,990.3529411764706,0.32,5.57,2.29,1.81,9.99,10.56
133,1996,3,Gujarat,Mehsana,104.7,144.4,1379.0,927.0,912.0,832.0,890.3333333333334,0.4875943905070119,170.0,1330.125,2.69,8.68,6.82,2.07,20.26,21.14
133,1997,3,Gujarat,Mehsana,157.8,192.6,1221.0,1379.0,927.0,912.0,1072.6666666666667,-0.11457577955039888,104.7,1369.6470588235295,16.27,3.87,8.35,2.65,31.14,32.0
133,1998,3,Gujarat,Mehsana,160.9,174.0,1081.0,1221.0,1379.0,927.0,1175.6666666666667,-0.11466011466011461,157.8,1224.1176470588234,3.22,9.73,5.35,3.79,22.09,23.39
133,1999,3,Gujarat,Mehsana,151.8,144.2,950.0,1081.0,1221.0,1379.0,1227.0,-0.12118408880666054,160.9,914.5294117647059,2.94,7.52,0.52,1.0,11.98,13.74
133,2000,3,Gujarat,Mehsana,81.4,74.6,916.0,950.0,1081.0,1221.0,1084.0,-0.03578947368421048,151.8,935.5909090909091,1.55,11.01,3.1,0.15,15.81,17.72
133,2001,3,Gujarat,Mehsana,83.9,118.1,1408.0,916.0,950.0,1081.0,982.3333333333334,0.537117903930131,81.4,1448.6666666666667,3.88,5.19,3.48,0.18,12.73,14.54
133,2002,3,Gujarat,Mehsana,85.7,90.8,1060.0,1408.0,916.0,950.0,1091.3333333333333,-0.24715909090909094,83.9,1155.590909090909,3.58,1.42,3.2,1.74,9.94,10.38
133,2003,3,Gujarat,Mehsana,69.9,86.1,1232.0,1060.0,1408.0,916.0,1128.0,0.1622641509433962,85.7,1547.4545454545455,3.73,9.83,11.68,0.75,25.99,26.66
133,2004,3,Gujarat,Mehsana,54.9,73.8,1344.0,1232.0,1060.0,1408.0,1233.3333333333333,0.09090909090909083,69.9,1259.3181818181818,2.87,6.36,10.98,1.01,21.22,22.22
133,2005,3,Gujarat,Mehsana,65.9,67.9,1030.0,1344.0,1232.0,1060.0,1212.0,-0.23363095238095233,54.9,1396.1363636363637,7.86,5.86,4.45,9.28,27.450000000000003,27.7
133,2006,3,Gujarat,Mehsana,71.9,61.5,855.0,1030.0,1344.0,1232.0,1202.0,-0.16990291262135926,65.9,1213.952380952381,4.28,9.32,13.35,4.35,31.300000000000004,31.5
133,2007,3,Gujarat,Mehsana,66.5,97.9,1472.0,855.0,1030.0,1344.0,1076.3333333333333,0.7216374269005847,71.9,1595.952380952381,3.52,11.7,11.46,2.48,29.16,29.63
133,2008,3,Gujarat,Mehsana,59.4,94.7,1594.0,1472.0,855.0,1030.0,1119.0,0.08288043478260865,66.5,1624.4761904761904,1.84,3.95,7.92,4.19,17.900000000000002,18.36
133,2009,3,Gujarat,Mehsana,51.2,83.1,1623.0,1594.0,1472.0,855.0,1307.0,0.018193224592220725,59.4,1447.090909090909,0.44,9.28,4.66,0.62,14.999999999999998,17.2
133,2010,3,Gujarat,Mehsana,71.4,125.9,1763.0,1623.0,1594.0,1472.0,1563.0,0.08626001232285896,51.2,1734.9545454545455,1.95,12.02,14.33,4.32,32.62,34.74
133,2011,3,Gujarat,Mehsana,96.3,197.3,2049.0,1763.0,1623.0,1594.0,1660.0,0.16222348269994336,71.4,1943.95,0.5,8.23,9.78,3.73,22.24,22.28
133,2012,3,Gujarat,Mehsana,37.6,74.3,1976.0,2049.0,1763.0,1623.0,1811.6666666666667,-0.03562713518789651,96.3,1657.095238095238,0.94,2.66,6.71,7.89,18.2,18.33
133,2013,3,Gujarat,Mehsana,36.47,69.77,1913.0,1976.0,2049.0,1763.0,1929.3333333333333,-0.03188259109311742,37.6,2143.2727272727275,3.45,12.03,4.76,7.04,27.28,28.76
133,2014,3,Gujarat,Mehsana,22.06,50.21,2276.0,1913.0,1976.0,2049.0,1979.3333333333333,0.18975431259801367,36.47,2152.9666666666667,0.11,14.55,3.21,5.53,23.4,24.17
133,2015,3,Gujarat,Mehsana,16.85,37.57,2230.0,2276.0,1913.0,1976.0,2055.0,-0.020210896309314608,22.06,2088.689655172414,4.32,9.44,2.21,2.46,18.43,20.13
133,2016,3,Gujarat,Mehsana,13.84,34.95,2525.0,2230.0,2276.0,1913.0,2139.6666666666665,0.13228699551569512,16.85,2088.7586206896553,0.5,5.55,8.89,1.46,16.400000000000002,18.2
133,2017,3,Gujarat,Mehsana,16.72,46.49,2781.0,2525.0,2230.0,2276.0,2343.6666666666665,0.10138613861386148,13.84,2351.5172413793102,2.59,19.45,4.14,1.93,28.11,28.47
133,2018,3,Gujarat,Mehsana,11.87,34.15,2877.0,2781.0,2525.0,2230.0,2512.0,0.034519956850054045,16.72,2204.777777777778,1.21,5.67,5.28,1.76,13.92,13.93
133,2019,3,Gujarat,Mehsana,13.44,39.01,2902.0,2877.0,2781.0,2525.0,2727.6666666666665,0.008689607229753316,11.87,2517.0666666666666,2.2,4.25,12.4,8.49,27.340000000000003,28.67
134,1993,3,Gujarat,Panchmahal,26.2,13.1,500.0,997.0,616.0,643.0,752.0,-0.49849548645937813,29.0,692.0588235294117,1.36,15.17,4.03,4.92,25.480000000000004,26.74
134,1994,3,Gujarat,Panchmahal,24.0,14.0,583.0,500.0,997.0,616.0,704.3333333333334,0.16599999999999993,26.2,1062.4705882352941,7.35,14.4,10.53,10.92,43.2,44.0
134,1995,3,Gujarat,Panchmahal,22.0,15.5,705.0,583.0,500.0,997.0,693.3333333333334,0.2092624356775301,24.0,990.3529411764706,1.08,13.28,3.67,3.69,21.72,23.09
134,1996,3,Gujarat,Panchmahal,13.8,14.2,1029.0,705.0,583.0,500.0,596.0,0.4595744680851064,22.0,1330.125,2.95,14.74,7.82,3.07,28.58,30.32
134,1997,3,Gujarat,Panchmahal,19.2,20.9,1089.0,1029.0,705.0,583.0,772.3333333333334,0.058309037900874605,13.8,1369.6470588235295,18.83,10.24,9.64,2.66,41.370000000000005,42.73
134,1998,3,Gujarat,Panchmahal,18.1,16.7,923.0,1089.0,1029.0,705.0,941.0,-0.1524334251606979,19.2,1224.1176470588234,3.85,12.4,7.43,6.98,30.66,32.93
134,1999,3,Gujarat,Panchmahal,14.8,10.8,730.0,923.0,1089.0,1029.0,1013.6666666666666,-0.20910075839653308,18.1,914.5294117647059,4.34,8.65,1.32,3.31,17.62,20.96
134,2000,3,Gujarat,Panchmahal,15.4,12.6,818.0,730.0,923.0,1089.0,914.0,0.1205479452054794,14.8,935.5909090909091,2.14,11.35,4.64,0.3,18.43,20.46
134,2001,3,Gujarat,Panchmahal,18.5,16.7,903.0,818.0,730.0,923.0,823.6666666666666,0.10391198044009786,15.4,1448.6666666666667,6.07,6.67,4.85,0.23,17.82,20.48
134,2002,3,Gujarat,Panchmahal,17.8,13.6,764.0,903.0,818.0,730.0,817.0,-0.15393133997785158,18.5,1155.590909090909,6.87,1.9,7.93,2.76,19.46,20.22
134,2003,3,Gujarat,Panchmahal,9.6,7.0,729.0,764.0,903.0,818.0,828.3333333333334,-0.04581151832460728,17.8,1547.4545454545455,7.37,11.91,11.83,4.55,35.66,37.41
134,2004,3,Gujarat,Panchmahal,12.0,10.9,908.0,729.0,764.0,903.0,798.6666666666666,0.24554183813443076,9.6,1259.3181818181818,5.02,11.32,14.99,2.17,33.5,34.71
134,2005,3,Gujarat,Panchmahal,10.6,9.3,877.0,908.0,729.0,764.0,800.3333333333334,-0.03414096916299558,12.0,1396.1363636363637,13.61,9.98,6.18,11.88,41.65,42.14
134,2006,3,Gujarat,Panchmahal,8.9,5.1,573.0,877.0,908.0,729.0,838.0,-0.34663625997719494,10.6,1213.952380952381,6.14,13.89,15.06,5.47,40.56,41.74
134,2007,3,Gujarat,Panchmahal,11.0,11.5,1045.0,573.0,877.0,908.0,786.0,0.8237347294938917,8.9,1595.952380952381,4.61,13.82,15.18,5.22,38.83,39.56
134,2008,3,Gujarat,Panchmahal,7.4,8.9,1203.0,1045.0,573.0,877.0,831.6666666666666,0.15119617224880377,11.0,1624.4761904761904,4.88,6.59,9.37,5.7,26.54,27.0
134,2009,3,Gujarat,Panchmahal,7.8,9.4,1205.0,1203.0,1045.0,573.0,940.3333333333334,0.0016625103906899863,7.4,1447.090909090909,1.22,15.86,5.96,2.16,25.2,29.28
134,2010,3,Gujarat,Panchmahal,13.6,25.8,1897.0,1205.0,1203.0,1045.0,1151.0,0.5742738589211618,7.8,1734.9545454545455,3.06,12.94,15.24,7.64,38.88,42.44
134,2011,3,Gujarat,Panchmahal,16.9,37.6,2225.0,1897.0,1205.0,1203.0,1435.0,0.17290458618871907,13.6,1943.95,1.38,10.02,14.22,5.01,30.629999999999995,30.72
134,2012,3,Gujarat,Panchmahal,8.0,15.7,1963.0,2225.0,1897.0,1205.0,1775.6666666666667,-0.11775280898876406,16.9,1657.095238095238,1.57,6.15,6.95,10.82,25.49,26.02
134,2013,3,Gujarat,Panchmahal,15.19,35.57,2342.0,1963.0,2225.0,1897.0,2028.3333333333333,0.19307182883341834,8.0,2143.2727272727275,10.09,17.79,7.84,7.15,42.87,45.13
134,2014,3,Gujarat,Panchmahal,3.46,5.69,1645.0,2342.0,1963.0,2225.0,2176.6666666666665,-0.29760888129803587,15.19,2152.9666666666667,0.26,16.57,5.16,7.11,29.1,30.4
134,2015,3,Gujarat,Panchmahal,3.06,5.16,1686.0,1645.0,2342.0,1963.0,1983.3333333333333,0.02492401215805473,3.46,2088.689655172414,8.22,10.35,2.66,5.95,27.18,29.16
134,2016,3,Gujarat,Panchmahal,4.05,9.21,2272.0,1686.0,1645.0,2342.0,1891.0,0.3475682087781733,3.06,2088.7586206896553,1.99,7.32,9.0,3.84,22.15,23.63
134,2017,3,Gujarat,Panchmahal,1.17,2.27,1938.0,2272.0,1686.0,1645.0,1867.6666666666667,-0.14700704225352113,4.05,2351.5172413793102,4.91,15.58,6.24,1.99,28.72,29.37
134,2018,3,Gujarat,Panchmahal,2.05,3.97,1941.0,1938.0,2272.0,1686.0,1965.3333333333333,0.001547987616099089,1.17,2204.777777777778,2.26,12.11,6.33,1.69,22.39,22.4
134,2019,3,Gujarat,Panchmahal,2.18,4.29,1971.0,1941.0,1938.0,2272.0,2050.3333333333335,0.015455950540958163,2.05,2517.0666666666666,4.53,11.26,18.59,10.27,44.64999999999999,46.57
135,1993,3,Gujarat,Rajkot,77.6,11.5,148.0,1089.0,425.0,552.0,688.6666666666666,-0.8640955004591369,83.1,692.0588235294117,1.22,5.16,0.19,2.86,9.43,11.54
135,1994,3,Gujarat,Rajkot,74.0,93.0,1257.0,148.0,1089.0,425.0,554.0,7.493243243243244,77.6,1062.4705882352941,1.92,17.31,2.98,6.63,28.84,28.93
135,1995,3,Gujarat,Rajkot,65.0,40.3,620.0,1257.0,148.0,1089.0,831.3333333333334,-0.5067621320604614,74.0,990.3529411764706,0.91,4.78,1.32,0.9,7.910000000000001,8.14
135,1996,3,Gujarat,Rajkot,63.1,83.5,1323.0,620.0,1257.0,148.0,675.0,1.1338709677419354,65.0,1330.125,3.61,6.26,2.06,0.31,12.24,14.06
135,1997,3,Gujarat,Rajkot,60.7,93.8,1545.0,1323.0,620.0,1257.0,1066.6666666666667,0.16780045351473927,63.1,1369.6470588235295,8.53,2.77,2.78,3.73,17.81,18.83
135,1998,3,Gujarat,Rajkot,54.0,56.4,1044.0,1545.0,1323.0,620.0,1162.6666666666667,-0.3242718446601942,60.7,1224.1176470588234,4.47,3.4,3.96,2.63,14.459999999999996,17.41
135,1999,3,Gujarat,Rajkot,50.6,11.9,235.0,1044.0,1545.0,1323.0,1304.0,-0.774904214559387,54.0,914.5294117647059,2.0,1.33,0.42,1.81,5.5600000000000005,8.950000000000001
135,2000,3,Gujarat,Rajkot,46.3,26.6,575.0,235.0,1044.0,1545.0,941.3333333333334,1.4468085106382977,50.6,935.5909090909091,0.37,6.75,1.84,0.25,9.21,9.56
135,2001,3,Gujarat,Rajkot,41.8,65.2,1560.0,575.0,235.0,1044.0,618.0,1.7130434782608694,46.3,1448.6666666666667,1.8,3.88,3.87,0.89,10.44,10.94
135,2002,3,Gujarat,Rajkot,41.5,27.0,651.0,1560.0,575.0,235.0,790.0,-0.5826923076923076,41.8,1155.590909090909,5.11,0.33,3.28,0.35,9.07,9.21
135,2003,3,Gujarat,Rajkot,40.1,72.2,1800.0,651.0,1560.0,575.0,928.6666666666666,1.7649769585253456,41.5,1547.4545454545455,4.48,12.17,7.34,0.61,24.6,25.1
135,2004,3,Gujarat,Rajkot,32.9,39.1,1188.0,1800.0,651.0,1560.0,1337.0,-0.33999999999999997,40.1,1259.3181818181818,3.83,5.09,7.54,0.86,17.32,19.37
135,2005,3,Gujarat,Rajkot,34.8,59.3,1704.0,1188.0,1800.0,651.0,1213.0,0.43434343434343425,32.9,1396.1363636363637,8.88,3.33,3.19,6.83,22.23,22.41
135,2006,3,Gujarat,Rajkot,30.5,21.7,711.0,1704.0,1188.0,1800.0,1564.0,-0.5827464788732395,34.8,1213.952380952381,3.12,12.32,6.52,3.46,25.42,25.55
135,2007,3,Gujarat,Rajkot,18.5,28.1,1519.0,711.0,1704.0,1188.0,1201.0,1.1364275668073138,30.5,1595.952380952381,5.54,9.07,16.19,5.88,36.68,37.35
135,2008,3,Gujarat,Rajkot,13.3,13.6,1023.0,1519.0,711.0,1704.0,1311.3333333333333,-0.326530612244898,18.5,1624.4761904761904,3.44,3.22,6.06,8.22,20.94,21.27
135,2009,3,Gujarat,Rajkot,17.9,20.1,1123.0,1023.0,1519.0,711.0,1084.3333333333333,0.09775171065493637,13.3,1447.090909090909,1.23,12.41,4.68,0.15,18.47,18.91
135,2010,3,Gujarat,Rajkot,7.8,11.3,1449.0,1123.0,1023.0,1519.0,1221.6666666666667,0.29029385574354416,17.9,1734.9545454545455,2.65,14.18,14.33,5.46,36.62,40.75
135,2011,3,Gujarat,Rajkot,5.8,8.9,1534.0,1449.0,1123.0,1023.0,1198.3333333333333,0.05866114561766733,7.8,1943.95,0.24,10.05,8.6,7.96,26.85,26.87
135,2012,3,Gujarat,Rajkot,4.2,0.5,119.0,1534.0,1449.0,1123.0,1368.6666666666667,-0.9224250325945241,5.8,1657.095238095238,0.88,1.91,1.36,7.23,11.38,11.4
135,2013,3,Gujarat,Rajkot,5.52,8.5,1540.0,119.0,1534.0,1449.0,1034.0,11.941176470588236,4.2,2143.2727272727275,5.18,5.56,3.89,16.55,31.18,33.55
135,2014,3,Gujarat,Rajkot,0.6,1.51,2517.0,1540.0,119.0,1534.0,1064.3333333333333,0.6344155844155843,5.52,2152.9666666666667,0.4,6.99,3.75,2.81,13.95,14.97
135,2015,3,Gujarat,Rajkot,0.3,0.72,2400.0,2517.0,1540.0,119.0,1392.0,-0.04648390941597136,0.6,2088.689655172414,9.39,8.63,0.26,3.16,21.440000000000005,22.200000000000003
135,2016,3,Gujarat,Rajkot,0.28,0.68,2480.0,2400.0,2517.0,1540.0,2152.3333333333335,0.03333333333333344,0.3,2088.7586206896553,1.54,4.32,5.37,1.39,12.62,14.29
135,2017,3,Gujarat,Rajkot,1.39,2.65,1897.0,2480.0,2400.0,2517.0,2465.6666666666665,-0.23508064516129035,0.28,2351.5172413793102,4.82,16.85,5.35,1.28,28.300000000000004,28.630000000000003
135,2018,3,Gujarat,Rajkot,0.9,1.6,1786.0,1897.0,2480.0,2400.0,2259.0,-0.05851344227727995,1.39,2204.777777777778,1.19,6.47,4.35,0.6,12.61,12.64
135,2019,3,Gujarat,Rajkot,1.89,4.78,2525.0,1786.0,1897.0,2480.0,2054.3333333333335,0.4137737961926091,0.9,2517.0666666666666,1.83,5.2,12.4,11.19,30.62,32.64
136,1993,3,Gujarat,Sabarkantha,44.5,26.2,589.0,960.0,496.0,741.0,732.3333333333334,-0.38645833333333335,50.6,692.0588235294117,1.06,15.11,2.1,3.12,21.39,22.1
136,1994,3,Gujarat,Sabarkantha,44.0,28.0,636.0,589.0,960.0,496.0,681.6666666666666,0.07979626485568758,44.5,1062.4705882352941,2.98,12.22,11.72,12.67,39.59,40.120000000000005
136,1995,3,Gujarat,Sabarkantha,42.7,33.2,778.0,636.0,589.0,960.0,728.3333333333334,0.2232704402515724,44.0,990.3529411764706,0.37,5.47,2.5,1.96,10.3,11.26
136,1996,3,Gujarat,Sabarkantha,23.5,29.0,1234.0,778.0,636.0,589.0,667.6666666666666,0.5861182519280206,42.7,1330.125,3.57,10.16,8.19,2.36,24.28,25.31
136,1997,3,Gujarat,Sabarkantha,40.0,36.5,913.0,1234.0,778.0,636.0,882.6666666666666,-0.26012965964343593,23.5,1369.6470588235295,16.47,5.41,10.64,2.74,35.26,36.46
136,1998,3,Gujarat,Sabarkantha,37.5,39.5,1053.0,913.0,1234.0,778.0,975.0,0.15334063526834618,40.0,1224.1176470588234,3.8,10.73,5.93,4.7,25.16,26.37
136,1999,3,Gujarat,Sabarkantha,36.0,32.9,914.0,1053.0,913.0,1234.0,1066.6666666666667,-0.1320037986704653,37.5,914.5294117647059,3.4,9.08,0.86,0.93,14.27,15.95
136,2000,3,Gujarat,Sabarkantha,32.8,35.4,1079.0,914.0,1053.0,913.0,960.0,0.1805251641137855,36.0,935.5909090909091,1.74,12.46,3.37,0.17,17.740000000000002,19.91
136,2001,3,Gujarat,Sabarkantha,30.1,29.5,980.0,1079.0,914.0,1053.0,1015.3333333333334,-0.09175162187210384,32.8,1448.6666666666667,3.79,5.55,4.8,0.38,14.52,15.96
136,2002,3,Gujarat,Sabarkantha,22.1,29.6,1339.0,980.0,1079.0,914.0,991.0,0.36632653061224496,30.1,1155.590909090909,3.59,0.98,4.47,1.71,10.75,11.22
136,2003,3,Gujarat,Sabarkantha,24.6,30.2,1228.0,1339.0,980.0,1079.0,1132.6666666666667,-0.08289768483943238,22.1,1547.4545454545455,2.98,8.75,8.81,1.34,21.88,22.49
136,2004,3,Gujarat,Sabarkantha,18.4,20.1,1092.0,1228.0,1339.0,980.0,1182.3333333333333,-0.11074918566775249,24.6,1259.3181818181818,2.45,8.47,9.38,1.98,22.280000000000005,22.91
136,2005,3,Gujarat,Sabarkantha,21.8,31.3,1436.0,1092.0,1228.0,1339.0,1219.6666666666667,0.315018315018315,18.4,1396.1363636363637,5.51,5.88,4.89,9.08,25.36,26.24
136,2006,3,Gujarat,Sabarkantha,22.8,31.5,1382.0,1436.0,1092.0,1228.0,1252.0,-0.03760445682451252,21.8,1213.952380952381,4.72,8.66,13.5,4.6,31.48,31.72
136,2007,3,Gujarat,Sabarkantha,21.5,39.0,1814.0,1382.0,1436.0,1092.0,1303.3333333333333,0.31259044862518093,22.8,1595.952380952381,3.86,10.15,9.28,1.49,24.78,25.53
136,2008,3,Gujarat,Sabarkantha,13.5,25.6,1896.0,1814.0,1382.0,1436.0,1544.0,0.04520396912899671,21.5,1624.4761904761904,2.13,5.7,7.62,3.66,19.11,19.66
136,2009,3,Gujarat,Sabarkantha,12.5,23.3,1864.0,1896.0,1814.0,1382.0,1697.3333333333333,-0.016877637130801704,13.5,1447.090909090909,1.31,10.06,4.99,0.95,17.31,19.64
136,2010,3,Gujarat,Sabarkantha,26.8,57.2,2134.0,1864.0,1896.0,1814.0,1858.0,0.1448497854077253,12.5,1734.9545454545455,1.97,12.01,13.73,4.85,32.56,34.76
136,2011,3,Gujarat,Sabarkantha,13.2,29.6,2242.0,2134.0,1864.0,1896.0,1964.6666666666667,0.05060918462980313,26.8,1943.95,1.04,7.81,10.43,4.31,23.59,23.67
136,2012,3,Gujarat,Sabarkantha,19.7,37.9,1924.0,2242.0,2134.0,1864.0,2080.0,-0.1418376449598573,13.2,1657.095238095238,0.66,5.84,9.0,8.31,23.81,24.28
136,2013,3,Gujarat,Sabarkantha,14.58,26.0,1783.0,1924.0,2242.0,2134.0,2100.0,-0.07328482328482333,19.7,2143.2727272727275,3.0,13.3,4.24,4.59,25.13,26.52
136,2014,3,Gujarat,Sabarkantha,7.4,18.34,2478.0,1783.0,1924.0,2242.0,1983.0,0.38979248457655635,14.58,2152.9666666666667,0.21,12.31,3.36,6.92,22.8,23.66
136,2015,3,Gujarat,Sabarkantha,2.46,6.51,2646.0,2478.0,1783.0,1924.0,2061.6666666666665,0.06779661016949157,7.4,2088.689655172414,3.75,9.52,3.29,2.1,18.66,20.22
136,2016,3,Gujarat,Sabarkantha,1.49,3.89,2611.0,2646.0,2478.0,1783.0,2302.3333333333335,-0.013227513227513255,2.46,2088.7586206896553,0.62,7.03,10.29,0.84,18.78,20.5
136,2017,3,Gujarat,Sabarkantha,3.23,10.66,3297.0,2611.0,2646.0,2478.0,2578.3333333333335,0.2627345844504021,1.49,2351.5172413793102,2.47,22.37,4.23,1.56,30.63,31.06
136,2018,3,Gujarat,Sabarkantha,2.02,6.62,3283.0,3297.0,2611.0,2646.0,2851.3333333333335,-0.00424628450106157,3.23,2204.777777777778,2.27,6.21,4.35,1.86,14.69,14.7
136,2019,3,Gujarat,Sabarkantha,2.96,9.04,3056.0,3283.0,3297.0,2611.0,3063.6666666666665,-0.06914407554066404,2.02,2517.0666666666666,2.4,5.05,13.56,7.17,28.18,29.85
137,1993,3,Gujarat,Surat,1.3,0.5,385.0,1176.0,429.0,750.0,785.0,-0.6726190476190477,1.7,692.0588235294117,1.7,13.23,6.12,10.04,31.09,34.59
137,1994,3,Gujarat,Surat,1.0,1.0,1000.0,385.0,1176.0,429.0,663.3333333333334,1.5974025974025974,1.3,1062.4705882352941,19.16,26.58,7.1,5.58,58.42,59.68
137,1995,3,Gujarat,Surat,1.2,0.8,667.0,1000.0,385.0,1176.0,853.6666666666666,-0.33299999999999996,1.0,990.3529411764706,0.57,30.53,3.74,6.45,41.290000000000006,42.34
137,1997,3,Gujarat,Surat,0.3,0.3,1000.0,667.0,1000.0,385.0,684.0,0.4992503748125936,1.2,1369.6470588235295,21.42,7.75,11.57,3.31,44.05,45.27
137,1998,3,Gujarat,Surat,0.6,0.5,833.0,1000.0,667.0,1000.0,889.0,-0.16700000000000004,0.3,1224.1176470588234,3.62,17.66,11.82,12.09,45.19,51.13
137,1999,3,Gujarat,Surat,1.1,0.6,545.0,833.0,1000.0,667.0,833.3333333333334,-0.3457382953181273,0.6,914.5294117647059,5.07,9.0,2.75,4.04,20.86,27.02
137,2000,3,Gujarat,Surat,1.0,0.6,600.0,545.0,833.0,1000.0,792.6666666666666,0.10091743119266061,1.1,935.5909090909091,1.4,11.42,5.09,0.49,18.4,19.78
137,2001,3,Gujarat,Surat,1.0,1.3,1300.0,600.0,545.0,833.0,659.3333333333334,1.1666666666666665,1.0,1448.6666666666667,12.56,12.34,8.89,0.65,34.44,38.43
137,2002,3,Gujarat,Surat,0.4,0.3,750.0,1300.0,600.0,545.0,815.0,-0.42307692307692313,1.0,1155.590909090909,16.7,3.0,16.08,3.84,39.620000000000005,39.87
137,2003,3,Gujarat,Surat,0.3,0.4,1333.0,750.0,1300.0,600.0,883.3333333333334,0.7773333333333334,0.4,1547.4545454545455,18.27,25.14,12.66,8.22,64.28999999999999,66.95
